PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
172,0,3,4.0,4,1,29.125,True,True,False
173,1,3,1.0,1,1,11.1333,False,False,True
174,0,3,21.0,0,0,7.925,True,False,True
175,0,1,56.0,0,0,30.6958,True,False,False
176,0,3,18.0,1,1,7.8542,True,False,True
177,0,3,28.0,3,1,25.4667,True,False,True
178,0,1,50.0,0,0,28.7125,False,False,False
179,0,2,30.0,0,0,13.0,True,False,True
180,0,3,36.0,0,0,0.0,True,False,True
181,0,3,28.0,8,2,69.55,False,False,True
182,0,2,28.0,0,0,15.05,True,False,False
183,0,3,9.0,4,2,31.3875,True,False,True
184,1,2,1.0,2,1,39.0,True,False,True
185,1,3,4.0,0,2,22.025,False,False,True
186,0,1,28.0,0,0,50.0,True,False,True
187,1,3,28.0,1,0,15.5,False,True,False
188,1,1,45.0,0,0,26.55,True,False,True
189,0,3,40.0,1,1,15.5,True,True,False
190,0,3,36.0,0,0,7.8958,True,False,True
191,1,2,32.0,0,0,13.0,False,False,True
192,0,2,19.0,0,0,13.0,True,False,True
193,1,3,19.0,1,0,7.8542,False,False,True
194,1,2,3.0,1,1,26.0,True,False,True
195,1,1,44.0,0,0,27.7208,False,False,False
196,1,1,58.0,0,0,146.5208,False,False,False
197,0,3,28.0,0,0,7.75,True,True,False
198,0,3,42.0,0,1,8.4042,True,False,True
199,1,3,28.0,0,0,7.75,False,True,False
200,0,2,24.0,0,0,13.0,False,False,True
201,0,3,28.0,0,0,9.5,True,False,True
202,0,3,28.0,8,2,69.55,True,False,True
203,0,3,34.0,0,0,6.4958,True,False,True
204,0,3,45.5,0,0,7.225,True,False,False
205,1,3,18.0,0,0,8.05,True,False,True
206,0,3,2.0,0,1,10.4625,False,False,True
207,0,3,32.0,1,0,15.85,True,False,True
208,1,3,26.0,0,0,18.7875,True,False,False
209,1,3,16.0,0,0,7.75,False,True,False
210,1,1,40.0,0,0,31.0,True,False,False
211,0,3,24.0,0,0,7.05,True,False,True
212,1,2,35.0,0,0,21.0,False,False,True
213,0,3,22.0,0,0,7.25,True,False,True
214,0,2,30.0,0,0,13.0,True,False,True
215,0,3,28.0,1,0,7.75,True,True,False
216,1,1,31.0,1,0,113.275,False,False,False
217,1,3,27.0,0,0,7.925,False,False,True
218,0,2,42.0,1,0,27.0,True,False,True
219,1,1,32.0,0,0,76.2917,False,False,False
220,0,2,30.0,0,0,10.5,True,False,True
221,1,3,16.0,0,0,8.05,True,False,True
222,0,2,27.0,0,0,13.0,True,False,True
223,0,3,51.0,0,0,8.05,True,False,True
224,0,3,28.0,0,0,7.8958,True,False,True
225,1,1,38.0,1,0,90.0,True,False,True
226,0,3,22.0,0,0,9.35,True,False,True
227,1,2,19.0,0,0,10.5,True,False,True
228,0,3,20.5,0,0,7.25,True,False,True
229,0,2,18.0,0,0,13.0,True,False,True
230,0,3,28.0,3,1,25.4667,False,False,True
231,1,1,35.0,1,0,83.475,False,False,True
232,0,3,29.0,0,0,7.775,True,False,True
233,0,2,59.0,0,0,13.5,True,False,True
234,1,3,5.0,4,2,31.3875,False,False,True
235,0,2,24.0,0,0,10.5,True,False,True
236,0,3,28.0,0,0,7.55,False,False,True
237,0,2,44.0,1,0,26.0,True,False,True
238,1,2,8.0,0,2,26.25,False,False,True
239,0,2,19.0,0,0,10.5,True,False,True
240,0,2,33.0,0,0,12.275,True,False,True
241,0,3,28.0,1,0,14.4542,False,False,False
242,1,3,28.0,1,0,15.5,False,True,False
243,0,2,29.0,0,0,10.5,True,False,True
244,0,3,22.0,0,0,7.125,True,False,True
245,0,3,30.0,0,0,7.225,True,False,False
246,0,1,44.0,2,0,90.0,True,True,False
247,0,3,25.0,0,0,7.775,False,False,True
248,1,2,24.0,0,2,14.5,False,False,True
249,1,1,37.0,1,1,52.5542,True,False,True
250,0,2,54.0,1,0,26.0,True,False,True
251,0,3,28.0,0,0,7.25,True,False,True
252,0,3,29.0,1,1,10.4625,False,False,True
253,0,1,62.0,0,0,26.55,True,False,True
254,0,3,30.0,1,0,16.1,True,False,True
255,0,3,41.0,0,2,20.2125,False,False,True
256,1,3,29.0,0,2,15.2458,False,False,False
257,1,1,28.0,0,0,79.2,False,False,False
258,1,1,30.0,0,0,86.5,False,False,True
259,1,1,35.0,0,0,512.3292,False,False,False
260,1,2,50.0,0,1,26.0,False,False,True
261,0,3,28.0,0,0,7.75,True,True,False
262,1,3,3.0,4,2,31.3875,True,False,True
263,0,1,52.0,1,1,79.65,True,False,True
264,0,1,40.0,0,0,0.0,True,False,True
265,0,3,28.0,0,0,7.75,False,True,False
266,0,2,36.0,0,0,10.5,True,False,True
267,0,3,16.0,4,1,39.6875,True,False,True
268,1,3,25.0,1,0,7.775,True,False,True
269,1,1,58.0,0,1,153.4625,False,False,True
270,1,1,35.0,0,0,135.6333,False,False,True
271,0,1,28.0,0,0,31.0,True,False,True
272,1,3,25.0,0,0,0.0,True,False,True
273,1,2,41.0,0,1,19.5,False,False,True
274,0,1,37.0,0,1,29.7,True,False,False
275,1,3,28.0,0,0,7.75,False,True,False
276,1,1,63.0,1,0,77.9583,False,False,True
277,0,3,45.0,0,0,7.75,False,False,True
278,0,2,28.0,0,0,0.0,True,False,True
279,0,3,7.0,4,1,29.125,True,True,False
280,1,3,35.0,1,1,20.25,False,False,True
281,0,3,65.0,0,0,7.75,True,True,False
282,0,3,28.0,0,0,7.8542,True,False,True
283,0,3,16.0,0,0,9.5,True,False,True
284,1,3,19.0,0,0,8.05,True,False,True
285,0,1,28.0,0,0,26.0,True,False,True
286,0,3,33.0,0,0,8.6625,True,False,False
287,1,3,30.0,0,0,9.5,True,False,True
288,0,3,22.0,0,0,7.8958,True,False,True
289,1,2,42.0,0,0,13.0,True,False,True
290,1,3,22.0,0,0,7.75,False,True,False
291,1,1,26.0,0,0,78.85,False,False,True
292,1,1,19.0,1,0,91.0792,False,False,False
293,0,2,36.0,0,0,12.875,True,False,False
294,0,3,24.0,0,0,8.85,False,False,True
295,0,3,24.0,0,0,7.8958,True,False,True
296,0,1,28.0,0,0,27.7208,True,False,False
297,0,3,23.5,0,0,7.2292,True,False,False
298,0,1,2.0,1,2,151.55,False,False,True
299,1,1,28.0,0,0,30.5,True,False,True
300,1,1,50.0,0,1,247.5208,False,False,False
301,1,3,28.0,0,0,7.75,False,True,False
302,1,3,28.0,2,0,23.25,True,True,False
303,0,3,19.0,0,0,0.0,True,False,True
304,1,2,28.0,0,0,12.35,False,True,False
305,0,3,28.0,0,0,8.05,True,False,True
306,1,1,0.92,1,2,151.55,True,False,True
307,1,1,28.0,0,0,110.8833,False,False,False
308,1,1,17.0,1,0,108.9,False,False,False
309,0,2,30.0,1,0,24.0,True,False,False
310,1,1,30.0,0,0,56.9292,False,False,False
311,1,1,24.0,0,0,83.1583,False,False,False
312,1,1,18.0,2,2,262.375,False,False,False
313,0,2,26.0,1,1,26.0,False,False,True
314,0,3,28.0,0,0,7.8958,True,False,True
315,0,2,43.0,1,1,26.25,True,False,True
316,1,3,26.0,0,0,7.8542,False,False,True
317,1,2,24.0,1,0,26.0,False,False,True
318,0,2,54.0,0,0,14.0,True,False,True
319,1,1,31.0,0,2,164.8667,False,False,True
320,1,1,40.0,1,1,134.5,False,False,False
321,0,3,22.0,0,0,7.25,True,False,True
322,0,3,27.0,0,0,7.8958,True,False,True
323,1,2,30.0,0,0,12.35,False,True,False
324,1,2,22.0,1,1,29.0,False,False,True
325,0,3,28.0,8,2,69.55,True,False,True
326,1,1,36.0,0,0,135.6333,False,False,False
327,0,3,61.0,0,0,6.2375,True,False,True
328,1,2,36.0,0,0,13.0,False,False,True
329,1,3,31.0,1,1,20.525,False,False,True
330,1,1,16.0,0,1,57.9792,False,False,False
331,1,3,28.0,2,0,23.25,False,True,False
332,0,1,45.5,0,0,28.5,True,False,True
333,0,1,38.0,0,1,153.4625,True,False,True
334,0,3,16.0,2,0,18.0,True,False,True
335,1,1,28.0,1,0,133.65,False,False,True
336,0,3,28.0,0,0,7.8958,True,False,True
337,0,1,29.0,1,0,66.6,True,False,True
338,1,1,41.0,0,0,134.5,False,False,False
339,1,3,45.0,0,0,8.05,True,False,True
340,0,1,45.0,0,0,35.5,True,False,True
341,1,2,2.0,1,1,26.0,True,False,True
342,1,1,24.0,3,2,263.0,False,False,True
343,0,2,28.0,0,0,13.0,True,False,True
344,0,2,25.0,0,0,13.0,True,False,True
345,0,2,36.0,0,0,13.0,True,False,True
346,1,2,24.0,0,0,13.0,False,False,True
347,1,2,40.0,0,0,13.0,False,False,True
348,1,3,28.0,1,0,16.1,False,False,True
349,1,3,3.0,1,1,15.9,True,False,True
350,0,3,42.0,0,0,8.6625,True,False,True
351,0,3,23.0,0,0,9.225,True,False,True
352,0,1,28.0,0,0,35.0,True,False,True
353,0,3,15.0,1,1,7.2292,True,False,False
354,0,3,25.0,1,0,17.8,True,False,True
355,0,3,28.0,0,0,7.225,True,False,False
356,0,3,28.0,0,0,9.5,True,False,True
357,1,1,22.0,0,1,55.0,False,False,True
358,0,2,38.0,0,0,13.0,False,False,True
359,1,3,28.0,0,0,7.8792,False,True,False
360,1,3,28.0,0,0,7.8792,False,True,False
361,0,3,40.0,1,4,27.9,True,False,True
362,0,2,29.0,1,0,27.7208,True,False,False
363,0,3,45.0,0,1,14.4542,False,False,False
364,0,3,35.0,0,0,7.05,True,False,True
365,0,3,28.0,1,0,15.5,True,True,False
366,0,3,30.0,0,0,7.25,True,False,True
367,1,1,60.0,1,0,75.25,False,False,False
368,1,3,28.0,0,0,7.2292,False,False,False
369,1,3,28.0,0,0,7.75,False,True,False
370,1,1,24.0,0,0,69.3,False,False,False
371,1,1,25.0,1,0,55.4417,True,False,False
372,0,3,18.0,1,0,6.4958,True,False,True
373,0,3,19.0,0,0,8.05,True,False,True
374,0,1,22.0,0,0,135.6333,True,False,False
375,0,3,3.0,3,1,21.075,False,False,True
376,1,1,28.0,1,0,82.1708,False,False,False
377,1,3,22.0,0,0,7.25,False,False,True
378,0,1,27.0,0,2,211.5,True,False,False
379,0,3,20.0,0,0,4.0125,True,False,False
380,0,3,19.0,0,0,7.775,True,False,True
381,1,1,42.0,0,0,227.525,False,False,False
382,1,3,1.0,0,2,15.7417,False,False,False
383,0,3,32.0,0,0,7.925,True,False,True
384,1,1,35.0,1,0,52.0,False,False,True
385,0,3,28.0,0,0,7.8958,True,False,True
386,0,2,18.0,0,0,73.5,True,False,True
387,0,3,1.0,5,2,46.9,True,False,True
388,1,2,36.0,0,0,13.0,False,False,True
389,0,3,28.0,0,0,7.7292,True,True,False
390,1,2,17.0,0,0,12.0,False,False,False
391,1,1,36.0,1,2,120.0,True,False,True
392,1,3,21.0,0,0,7.7958,True,False,True
393,0,3,28.0,2,0,7.925,True,False,True
394,1,1,23.0,1,0,113.275,False,False,False
395,1,3,24.0,0,2,16.7,False,False,True
396,0,3,22.0,0,0,7.7958,True,False,True
397,0,3,31.0,0,0,7.8542,False,False,True
398,0,2,46.0,0,0,26.0,True,False,True
399,0,2,23.0,0,0,10.5,True,False,True
400,1,2,28.0,0,0,12.65,False,False,True
401,1,3,39.0,0,0,7.925,True,False,True
402,0,3,26.0,0,0,8.05,True,False,True
403,0,3,21.0,1,0,9.825,False,False,True
404,0,3,28.0,1,0,15.85,True,False,True
405,0,3,20.0,0,0,8.6625,False,False,True
406,0,2,34.0,1,0,21.0,True,False,True
407,0,3,51.0,0,0,7.75,True,False,True
408,1,2,3.0,1,1,18.75,True,False,True
409,0,3,21.0,0,0,7.775,True,False,True
410,0,3,28.0,3,1,25.4667,False,False,True
411,0,3,28.0,0,0,7.8958,True,False,True
412,0,3,28.0,0,0,6.8583,True,True,False
413,1,1,33.0,1,0,90.0,False,True,False
414,0,2,28.0,0,0,0.0,True,False,True
415,1,3,44.0,0,0,7.925,True,False,True
416,0,3,28.0,0,0,8.05,False,False,True
417,1,2,34.0,1,1,32.5,False,False,True
418,1,2,18.0,0,2,13.0,False,False,True
419,0,2,30.0,0,0,13.0,True,False,True
420,0,3,10.0,0,2,24.15,False,False,True
421,0,3,28.0,0,0,7.8958,True,False,False
422,0,3,21.0,0,0,7.7333,True,True,False
423,0,3,29.0,0,0,7.875,True,False,True
424,0,3,28.0,1,1,14.4,False,False,True
425,0,3,18.0,1,1,20.2125,True,False,True
426,0,3,28.0,0,0,7.25,True,False,True
427,1,2,28.0,1,0,26.0,False,False,True
428,1,2,19.0,0,0,26.0,False,False,True
429,0,3,28.0,0,0,7.75,True,True,False
430,1,3,32.0,0,0,8.05,True,False,True
431,1,1,28.0,0,0,26.55,True,False,True
432,1,3,28.0,1,0,16.1,False,False,True
433,1,2,42.0,1,0,26.0,False,False,True
434,0,3,17.0,0,0,7.125,True,False,True
435,0,1,50.0,1,0,55.9,True,False,True
436,1,1,14.0,1,2,120.0,False,False,True
437,0,3,21.0,2,2,34.375,False,False,True
438,1,2,24.0,2,3,18.75,False,False,True
439,0,1,64.0,1,4,263.0,True,False,True
440,0,2,31.0,0,0,10.5,True,False,True
441,1,2,45.0,1,1,26.25,False,False,True
442,0,3,20.0,0,0,9.5,True,False,True
443,0,3,25.0,1,0,7.775,True,False,True
444,1,2,28.0,0,0,13.0,False,False,True
445,1,3,28.0,0,0,8.1125,True,False,True
446,1,1,4.0,0,2,81.8583,True,False,True
447,1,2,13.0,0,1,19.5,False,False,True
448,1,1,34.0,0,0,26.55,True,False,True
449,1,3,5.0,2,1,19.2583,False,False,False
450,1,1,52.0,0,0,30.5,True,False,True
451,0,2,36.0,1,2,27.75,True,False,True
452,0,3,28.0,1,0,19.9667,True,False,True
453,0,1,30.0,0,0,27.75,True,False,False
454,1,1,49.0,1,0,89.1042,True,False,False
455,0,3,28.0,0,0,8.05,True,False,True
456,1,3,29.0,0,0,7.8958,True,False,False
457,0,1,65.0,0,0,26.55,True,False,True
458,1,1,28.0,1,0,51.8625,False,False,True
459,1,2,50.0,0,0,10.5,False,False,True
460,0,3,28.0,0,0,7.75,True,True,False
461,1,1,48.0,0,0,26.55,True,False,True
462,0,3,34.0,0,0,8.05,True,False,True
463,0,1,47.0,0,0,38.5,True,False,True
464,0,2,48.0,0,0,13.0,True,False,True
465,0,3,28.0,0,0,8.05,True,False,True
466,0,3,38.0,0,0,7.05,True,False,True
467,0,2,28.0,0,0,0.0,True,False,True
468,0,1,56.0,0,0,26.55,True,False,True
469,0,3,28.0,0,0,7.725,True,True,False
470,1,3,0.75,2,1,19.2583,False,False,False
471,0,3,28.0,0,0,7.25,True,False,True
472,0,3,38.0,0,0,8.6625,True,False,True
473,1,2,33.0,1,2,27.75,False,False,True
474,1,2,23.0,0,0,13.7917,False,False,False
475,0,3,22.0,0,0,9.8375,False,False,True
476,0,1,28.0,0,0,52.0,True,False,True
477,0,2,34.0,1,0,21.0,True,False,True
478,0,3,29.0,1,0,7.0458,True,False,True
479,0,3,22.0,0,0,7.5208,True,False,True
480,1,3,2.0,0,1,12.2875,False,False,True
481,0,3,9.0,5,2,46.9,True,False,True
482,0,2,28.0,0,0,0.0,True,False,True
483,0,3,50.0,0,0,8.05,True,False,True
484,1,3,63.0,0,0,9.5875,False,False,True
485,1,1,25.0,1,0,91.0792,True,False,False
486,0,3,28.0,3,1,25.4667,False,False,True
487,1,1,35.0,1,0,90.0,False,False,True
488,0,1,58.0,0,0,29.7,True,False,False
489,0,3,30.0,0,0,8.05,True,False,True
490,1,3,9.0,1,1,15.9,True,False,True
491,0,3,28.0,1,0,19.9667,True,False,True
492,0,3,21.0,0,0,7.25,True,False,True
493,0,1,55.0,0,0,30.5,True,False,True
494,0,1,71.0,0,0,49.5042,True,False,False
495,0,3,21.0,0,0,8.05,True,False,True
496,0,3,28.0,0,0,14.4583,True,False,False
497,1,1,54.0,1,0,78.2667,False,False,False
498,0,3,28.0,0,0,15.1,True,False,True
499,0,1,25.0,1,2,151.55,False,False,True
500,0,3,24.0,0,0,7.7958,True,False,True
501,0,3,17.0,0,0,8.6625,True,False,True
502,0,3,21.0,0,0,7.75,False,True,False
503,0,3,28.0,0,0,7.6292,False,True,False
504,0,3,37.0,0,0,9.5875,False,False,True
505,1,1,16.0,0,0,86.5,False,False,True
506,0,1,18.0,1,0,108.9,True,False,False
507,1,2,33.0,0,2,26.0,False,False,True
508,1,1,28.0,0,0,26.55,True,False,True
509,0,3,28.0,0,0,22.525,True,False,True
510,1,3,26.0,0,0,56.4958,True,False,True
511,1,3,29.0,0,0,7.75,True,True,False
512,0,3,28.0,0,0,8.05,True,False,True
513,1,1,36.0,0,0,26.2875,True,False,True
514,1,1,54.0,1,0,59.4,False,False,False
515,0,3,24.0,0,0,7.4958,True,False,True
516,0,1,47.0,0,0,34.0208,True,False,True
517,1,2,34.0,0,0,10.5,False,False,True
518,0,3,28.0,0,0,24.15,True,True,False
519,1,2,36.0,1,0,26.0,False,False,True
520,0,3,32.0,0,0,7.8958,True,False,True
521,1,1,30.0,0,0,93.5,False,False,True
522,0,3,22.0,0,0,7.8958,True,False,True
523,0,3,28.0,0,0,7.225,True,False,False
524,1,1,44.0,0,1,57.9792,False,False,False
525,0,3,28.0,0,0,7.2292,True,False,False
526,0,3,40.5,0,0,7.75,True,True,False
527,1,2,50.0,0,0,10.5,False,False,True
528,0,1,28.0,0,0,221.7792,True,False,True
529,0,3,39.0,0,0,7.925,True,False,True
530,0,2,23.0,2,1,11.5,True,False,True
531,1,2,2.0,1,1,26.0,False,False,True
532,0,3,28.0,0,0,7.2292,True,False,False
533,0,3,17.0,1,1,7.2292,True,False,False
534,1,3,28.0,0,2,22.3583,False,False,False
535,0,3,30.0,0,0,8.6625,False,False,True
536,1,2,7.0,0,2,26.25,False,False,True
537,0,1,45.0,0,0,26.55,True,False,True
538,1,1,30.0,0,0,106.425,False,False,False
539,0,3,28.0,0,0,14.5,True,False,True
540,1,1,22.0,0,2,49.5,False,False,False
541,1,1,36.0,0,2,71.0,False,False,True
542,0,3,9.0,4,2,31.275,False,False,True
543,0,3,11.0,4,2,31.275,False,False,True
544,1,2,32.0,1,0,26.0,True,False,True
545,0,1,50.0,1,0,106.425,True,False,False
546,0,1,64.0,0,0,26.0,True,False,True
547,1,2,19.0,1,0,26.0,False,False,True
548,1,2,28.0,0,0,13.8625,True,False,False
549,0,3,33.0,1,1,20.525,True,False,True
550,1,2,8.0,1,1,36.75,True,False,True
551,1,1,17.0,0,2,110.8833,True,False,False
552,0,2,27.0,0,0,26.0,True,False,True
553,0,3,28.0,0,0,7.8292,True,True,False
554,1,3,22.0,0,0,7.225,True,False,False
555,1,3,22.0,0,0,7.775,False,False,True
556,0,1,62.0,0,0,26.55,True,False,True
557,1,1,48.0,1,0,39.6,False,False,False
558,0,1,28.0,0,0,227.525,True,False,False
559,1,1,39.0,1,1,79.65,False,False,True
560,1,3,36.0,1,0,17.4,False,False,True
561,0,3,28.0,0,0,7.75,True,True,False
562,0,3,40.0,0,0,7.8958,True,False,True
563,0,2,28.0,0,0,13.5,True,False,True
564,0,3,28.0,0,0,8.05,True,False,True
565,0,3,28.0,0,0,8.05,False,False,True
566,0,3,24.0,2,0,24.15,True,False,True
567,0,3,19.0,0,0,7.8958,True,False,True
568,0,3,29.0,0,4,21.075,False,False,True
569,0,3,28.0,0,0,7.2292,True,False,False
570,1,3,32.0,0,0,7.8542,True,False,True
571,1,2,62.0,0,0,10.5,True,False,True
